Código,Título,Grupo de alimentos,Energía <ENERC> - kcal,Energía <ENERC> - KJ,Agua <WATER>,Proteínas <PROCNT>,Grasa total <FAT>,Carbohidratos totales <CHOCDF>,Carbohidratos disponibles <CHOAVL>,Fibra dietaria <FIBTG>,Cenizas <ASH>,Calcio <CA>,Fósforo <P>,Zinc <ZN>,Hierro <FE>,Sodio <NA>,Potasio <K>,β caroteno equivalentes totales <CARTBQ>,Vitamina A equivalentes totales <VITA>,Tiamina <THIA>,Riboflavina <RIBF>,Niacina <NIA>,Vitamina C <VITC>,Ácido fólico,Acción
Q11,"Alimento lácteo en polvo con leche descremada, prebióticos, probióticos, vitaminas y minerales, para mayores de 2 años de edad",ALIMENTOS INFANTILES,392kcal,1641KJ,2.00g,17.40g,22.80g,53.10g,29.40g,23.70g,4.70g,771mg,415mg,5.10mg,8.57mg,244mg,960mg,-1μg,369μg,0.67mg,1.07mg,12.32mg,104.88mg,560μg,
Q12,"Fórmula infantil, en polvo con DHA, prebióticos, vitaminas y minerales, sin sacarosa y fructosa, niños en crecimiento",ALIMENTOS INFANTILES,389kcal,1626KJ,2.50g,11.40g,14.80g,67.90g,52.50g,15.50g,3.40g,164mg,355mg,3.90mg,7.01mg,168mg,683mg,-1μg,263μg,0.53mg,0.58mg,4.50mg,49.98mg,533μg,
Q13,"Fórmula láctea infantil, líquida con hierro y prebióticos; a partir de los 6 meses de edad",ALIMENTOS INFANTILES,112kcal,470KJ,72.60g,4.00g,5.30g,17.20g,12.20g,5.10g,0.90g,161mg,100mg,1.30mg,1.95mg,62mg,184mg,-1μg,161μg,0.16mg,0.24mg,0.72mg,18.88mg,105μg,
Q14,"Fórmula láctea infantil, en polvo con hierro y probióticos, lactantes a partir de los 6 meses de edad",ALIMENTOS INFANTILES,399kcal,1670KJ,2.00g,14.30g,21.00g,59.60g,38.20g,21.40g,3.10g,534mg,283mg,4.10mg,6.89mg,208mg,626mg,-1μg,216μg,0.83mg,1.05mg,4.21mg,82.93mg,788μg,
Q15,"Fórmula láctea para lactantes, a base de leche; en polvo, de 0 a 6 meses de edad",ALIMENTOS INFANTILES,418kcal,1750KJ,2.00g,10.10g,28.30g,56.90g,30.80g,26.00g,2.70g,391mg,166mg,4.10mg,7.11mg,155mg,543mg,-1μg,527μg,0.69mg,1.35mg,6.89mg,107.10mg,251μg,
Q16,"Fórmula láctea para lactantes, a base de leche; en polvo, lactantes a partir de 6 meses de edad",ALIMENTOS INFANTILES,399kcal,1671KJ,2.10g,14.80g,23.50g,55.60g,32.20g,23.40g,4.00g,601mg,370mg,4.90mg,7.90mg,261mg,876mg,-1μg,550μg,0.69mg,1.10mg,12.55mg,118.40mg,410μg,
Q17,"Fórmula láctea para lactantes, en polvo con DHA, ARA, hierro,vitaminas y minerales; de 0 a 12 meses de edad",ALIMENTOS INFANTILES,408kcal,1706KJ,2.00g,11.30g,26.90g,56.60g,30.00g,26.50g,3.20g,483mg,215mg,5.80mg,5.18mg,182mg,784mg,-1μg,567μg,0.70mg,0.87mg,5.55mg,109.70mg,0μg,
Q18,"Mezcla de cereales  instantánea en polvo (harinas de trigo, arroz, maíz, cebada y avena) con leche descremada en polvo, a partir de 6 meses de edad",ALIMENTOS INFANTILES,374kcal,1565KJ,3.30g,15.90g,8.00g,69.60g,59.50g,10.10g,3.20g,590mg,355mg,4.40mg,24.20mg,119mg,692mg,-1μg,297μg,0.74mg,0.69mg,3.05mg,118.08mg,423μg,
L1,Achiote seco,MISCELÁNEOS,388kcal,1623KJ,3.10g,11.30g,5.30g,74.90g,-1.00g,-1.00g,5.40g,11mg,13mg,-1.00mg,5.60mg,-1mg,-1mg,-1μg,61μg,0.45mg,0.16mg,1.97mg,0.00mg,-1μg,
L2,Algas,MISCELÁNEOS,249kcal,1042KJ,3.40g,67.80g,6.50g,15.30g,-1.00g,-1.00g,7.00g,630mg,11mg,-1.00mg,32.00mg,-1mg,-1mg,-1μg,-1μg,0.55mg,1.00mg,-1.00mg,-1.00mg,-1μg,
L3,"Azafrán de raíz, cúrcuma o palillo fresco, sin cáscara",MISCELÁNEOS,71kcal,298KJ,80.30g,1.30g,0.40g,16.70g,-1.00g,-1.00g,1.30g,32mg,33mg,-1.00mg,0.90mg,-1mg,-1mg,-1μg,0μg,0.01mg,0.05mg,0.36mg,0.00mg,-1μg,
L4,Café grano sin tostar,MISCELÁNEOS,203kcal,849KJ,6.30g,11.70g,10.80g,68.20g,-1.00g,-1.00g,3.00g,120mg,178mg,-1.00mg,2.90mg,-1mg,-1mg,-1μg,3μg,0.22mg,0.06mg,1.30mg,-1.00mg,-1μg,
L5,Cochayuyo fresco,MISCELÁNEOS,20kcal,84KJ,90.10g,1.70g,0.40g,4.70g,2.50g,2.20g,3.10g,90mg,20mg,0.14mg,0.69mg,167mg,392mg,65μg,11μg,0.04mg,0.14mg,1.44mg,0.82mg,-1μg,
L6,Cocoa,MISCELÁNEOS,404kcal,1690KJ,8.70g,19.00g,17.10g,47.80g,-1.00g,-1.00g,7.40g,220mg,801mg,-1.00mg,10.50mg,-1mg,-1mg,-1μg,-1μg,0.02mg,0.20mg,2.50mg,18.90mg,-1μg,
L7,Cominos,MISCELÁNEOS,375kcal,1569KJ,8.10g,17.80g,22.30g,44.20g,33.70g,10.50g,7.60g,931mg,499mg,4.80mg,1.20mg,168mg,1788mg,-1μg,64μg,0.63mg,0.33mg,4.58mg,8.00mg,0μg,
L8,Extracto de algarrobo en polvo,MISCELÁNEOS,340kcal,1423KJ,12.50g,12.00g,3.20g,65.80g,-1.00g,-1.00g,6.50g,450mg,617mg,-1.00mg,6.60mg,-1mg,-1mg,-1μg,-1μg,0.18mg,0.29mg,2.50mg,-1.00mg,-1μg,
L9,Champiñones u hongos (Callampa),MISCELÁNEOS,22kcal,94KJ,90.30g,3.00g,0.40g,5.60g,1.70g,3.90g,0.70g,1mg,65mg,0.76mg,0.32mg,5mg,246mg,0μg,0μg,0.08mg,0.59mg,3.66mg,5.65mg,-1μg,
L10,Laurel,MISCELÁNEOS,188kcal,787KJ,45.20g,4.20g,1.20g,47.10g,-1.00g,-1.00g,2.30g,187mg,70mg,-1.00mg,5.40mg,-1mg,-1mg,-1μg,175μg,0.04mg,0.21mg,1.70mg,54.00mg,-1μg,
L11,Pimienta negra,MISCELÁNEOS,255kcal,1067KJ,10.50g,11.00g,3.30g,71.00g,44.50g,26.50g,4.30g,437mg,173mg,1.42mg,12.60mg,-1mg,-1mg,-1μg,15μg,0.11mg,0.24mg,1.14mg,21.00mg,-1μg,
L12,Té hojas secas,MISCELÁNEOS,308kcal,1289KJ,11.40g,8.00g,4.00g,71.40g,-1.00g,-1.00g,5.20g,400mg,300mg,-1.00mg,11.90mg,-1mg,-1mg,-1μg,0μg,0.08mg,0.73mg,6.50mg,5.00mg,-1μg,
L13,Yuyo fresco,MISCELÁNEOS,41kcal,172KJ,86.10g,2.10g,0.10g,8.00g,-1.00g,-1.00g,3.70g,225mg,49mg,-1.00mg,10.60mg,-1mg,-1mg,-1μg,86μg,0.03mg,0.21mg,0.37mg,0.00mg,-1μg,
L14,"Ají dulce seco, molido (paprika)",MISCELÁNEOS,362kcal,1516KJ,9.10g,14.50g,17.90g,49.50g,-1.00g,-1.00g,9.00g,-1mg,-1mg,-1.00mg,-1.00mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
L15,"Algarrobina, líquida",MISCELÁNEOS,368kcal,1539KJ,5.20g,5.20g,0.20g,85.50g,-1.00g,-1.00g,3.90g,-1mg,-1mg,-1.00mg,-1.00mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
L16,"Anís, semilla*",MISCELÁNEOS,337kcal,1410KJ,9.50g,17.60g,15.90g,50.00g,35.40g,14.60g,7.00g,646mg,440mg,5.30mg,36.96mg,16mg,1441mg,-1μg,16μg,0.40mg,0.29mg,3.06mg,21.00mg,0μg,
L17,Caldo de res*,MISCELÁNEOS,40kcal,167KJ,92.40g,1.20g,2.40g,3.30g,-1.00g,-1.00g,0.70g,14mg,46mg,-1.00mg,0.90mg,-1mg,-1mg,-1μg,-1μg,0.05mg,0.06mg,0.96mg,6.00mg,-1μg,
L18,"Caldo de pollo, o gallina*",MISCELÁNEOS,89kcal,372KJ,88.10g,0.20g,9.80g,0.00g,-1.00g,-1.00g,1.40g,5mg,30mg,-1.00mg,0.40mg,-1mg,-1mg,-1μg,-1μg,0.02mg,0.04mg,1.08mg,0.00mg,-1μg,
L19,"Clavo de olor, molido*",MISCELÁNEOS,323kcal,1351KJ,6.90g,6.00g,20.10g,61.20g,27.00g,34.20g,5.90g,646mg,105mg,1.09mg,8.68mg,243mg,1102mg,-1μg,27μg,0.12mg,0.27mg,1.46mg,81.00mg,0μg,
L20,"Canela, molida*",MISCELÁNEOS,261kcal,1092KJ,9.50g,3.90g,3.20g,79.90g,25.60g,54.30g,3.60g,1228mg,61mg,1.97mg,38.07mg,26mg,500mg,-1μg,14μg,0.08mg,0.14mg,1.30mg,29.00mg,0μg,
L21,Condimentos o especies molidas no especificadas*,MISCELÁNEOS,263kcal,1100KJ,8.50g,6.10g,8.70g,72.10g,50.50g,21.60g,4.70g,661mg,113mg,1.01mg,7.06mg,77mg,1044mg,-1μg,27μg,0.10mg,0.06mg,2.86mg,39.00mg,0μg,
L22,Cushuro o nostoc deshidratada (alga),MISCELÁNEOS,242kcal,1013KJ,15.10g,29.00g,0.50g,46.90g,-1.00g,-1.00g,8.50g,147mg,64mg,-1.00mg,83.60mg,-1mg,-1mg,-1μg,-1μg,0.20mg,0.41mg,-1.00mg,0.00mg,-1μg,
L23,Levadura fresca para pan**,MISCELÁNEOS,113kcal,473KJ,70.60g,13.40g,0.30g,14.20g,-1.00g,-1.00g,1.60g,20mg,247mg,-1.00mg,2.30mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
L24,Levadura seca**,MISCELÁNEOS,359kcal,1502KJ,7.20g,41.60g,1.20g,45.50g,-1.00g,-1.00g,4.50g,47mg,763mg,-1.00mg,9.80mg,-1mg,-1mg,-1μg,-1μg,0.84mg,10.00mg,2.86mg,-1.00mg,-1μg,
L25,"Nuez moscada, molida*",MISCELÁNEOS,440kcal,1842KJ,6.20g,5.80g,36.30g,49.30g,28.50g,20.80g,2.30g,184mg,213mg,2.15mg,3.04mg,16mg,350mg,-1μg,5μg,0.35mg,0.06mg,1.30mg,3.00mg,0μg,
L26,Pimienta blanca*,MISCELÁNEOS,296kcal,1238KJ,11.40g,10.40g,2.10g,68.60g,42.40g,26.20g,1.60g,265mg,-1mg,-1.00mg,14.31mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,21.00mg,-1μg,
L27,"Salsa envasada, inglesa*",MISCELÁNEOS,67kcal,280KJ,78.50g,0.00g,0.00g,19.50g,19.50g,0.00g,2.00g,107mg,60mg,0.19mg,5.30mg,980mg,800mg,-1μg,5μg,0.07mg,0.13mg,0.70mg,13.00mg,0μg,
L28,Setas,MISCELÁNEOS,19kcal,80KJ,90.50g,2.30g,0.10g,6.50g,2.10g,4.40g,0.60g,4mg,30mg,0.43mg,0.29mg,3mg,303mg,0μg,0μg,0.04mg,0.19mg,4.09mg,1.13mg,-1μg,
L29,"Vainilla, extracto*",MISCELÁNEOS,288kcal,1205KJ,52.60g,0.10g,0.10g,12.70g,12.70g,0.00g,0.30g,11mg,6mg,0.11mg,0.12mg,9mg,148mg,-1μg,0μg,0.01mg,0.09mg,0.43mg,0.00mg,0μg,
L30,"Alimento granulado con malta, leche, cacao y azúcar, en polvo, para bebida",MISCELÁNEOS,366kcal,1533KJ,3.20g,9.80g,7.30g,75.00g,65.50g,9.60g,4.70g,761mg,655mg,1.53mg,23.90mg,245mg,743mg,-1μg,0μg,0.15mg,1.50mg,24.91mg,100.53mg,-1μg,
L31,"Azafrán de raíz, cúrcuma o palillo en polvo",MISCELÁNEOS,324kcal,2438KJ,10.50g,7.30g,5.10g,68.00g,-1.00g,-1.00g,9.20g,69mg,220mg,1.77mg,4.85mg,2070mg,507mg,90μg,15μg,0.22mg,0.09mg,2.90mg,0.00mg,-1μg,
L32,"Cachanga, frita en aceite",MISCELÁNEOS,422kcal,1764KJ,16.90g,8.40g,19.80g,52.40g,-1.00g,-1.00g,2.50g,187mg,80mg,0.57mg,9.36mg,663mg,77mg,-1μg,0μg,0.33mg,0.26mg,4.23mg,-1.00mg,-1μg,
L33,"Caldo de ave, tabletas",MISCELÁNEOS,314kcal,1314KJ,5.50g,13.20g,25.20g,6.30g,-1.00g,-1.00g,49.80g,100mg,107mg,-1.00mg,8.30mg,-1mg,-1mg,-1μg,-1μg,0.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
L34,"Caldo de carne, tabletas",MISCELÁNEOS,300kcal,1255KJ,4.80g,5.80g,24.70g,13.70g,-1.00g,-1.00g,51.00g,89mg,142mg,-1.00mg,5.50mg,-1mg,-1mg,-1μg,-1μg,0.03mg,0.12mg,-1.00mg,-1.00mg,-1μg,
L35,"Camote, hojuela frita en aceite vegetal, endulzado, envasado",MISCELÁNEOS,483kcal,2019KJ,1.60g,4.60g,26.00g,64.60g,57.50g,7.20g,3.10g,14mg,120mg,0.31mg,3.11mg,206mg,72mg,10476μg,1746μg,0.16mg,0.10mg,4.50mg,-1.00mg,-1μg,
L36,"""Chicharrón"" (piel de  cerdo, frito en aceite vegetal con sal), envasado",MISCELÁNEOS,554kcal,2320KJ,1.40g,62.80g,33.70g,1.30g,0.00g,1.30g,0.80g,22mg,160mg,0.59mg,0.69mg,1816mg,111mg,-1μg,0μg,0.01mg,0.12mg,2.48mg,-1.00mg,-1μg,
L37,"Chocolate con leche y maní, barra, envasado",MISCELÁNEOS,534kcal,2234KJ,1.10g,9.50g,33.50g,54.10g,48.60g,5.50g,1.80g,145mg,210mg,1.35mg,1.33mg,89mg,457mg,-1μg,0μg,0.12mg,0.22mg,1.10mg,9.65mg,-1μg,
L38,Chocolate simple con azúcar (para taza),MISCELÁNEOS,248kcal,1038KJ,3.10g,3.80g,16.80g,75.10g,-1.00g,-1.00g,1.20g,46mg,150mg,-1.00mg,2.80mg,-1mg,-1mg,-1μg,2μg,0.05mg,0.09mg,0.50mg,0.00mg,-1μg,
L39,"Churro relleno con crema pastelera, frito en aceite",MISCELÁNEOS,330kcal,1379KJ,34.70g,4.80g,14.30g,45.30g,-1.00g,-1.00g,0.80g,25mg,40mg,0.36mg,2.47mg,240mg,60mg,-1μg,0μg,0.18mg,0.21mg,2.34mg,-1.00mg,-1μg,
L40,"Churro relleno con majarblanco, frito en aceite",MISCELÁNEOS,378kcal,1579KJ,20.60g,7.90g,13.40g,56.50g,-1.00g,-1.00g,1.70g,211mg,90mg,1.48mg,3.29mg,333mg,137mg,-1μg,0μg,0.30mg,0.31mg,4.44mg,-1.00mg,-1μg,
L41,"Haba, frita en aceite vegetal con sal, envasada",MISCELÁNEOS,413kcal,1728KJ,1.20g,25.10g,18.10g,52.30g,37.50g,14.90g,3.30g,90mg,335mg,3.11mg,4.69mg,308mg,910mg,-1μg,-1μg,0.12mg,0.17mg,9.78mg,-1.00mg,-1μg,
L42,"Mayonesa con sal, envasada*",MISCELÁNEOS,390kcal,1632KJ,39.90g,0.90g,33.40g,23.90g,23.90g,0.00g,1.90g,14mg,26mg,0.18mg,0.20mg,711mg,9mg,-1μg,21μg,0.01mg,0.02mg,0.00mg,0.00mg,0μg,
L43,"Papa, al hilo frita en aceite vegetal con sal, envasada",MISCELÁNEOS,512kcal,2141KJ,1.80g,4.90g,32.00g,57.70g,51.10g,6.60g,3.70g,36mg,140mg,0.75mg,1.21mg,342mg,1293mg,-1μg,-1μg,0.12mg,0.11mg,1.51mg,-1.00mg,-1μg,
L44,"Papa, hojuela frita en aceite vegetal con sal, envasada",MISCELÁNEOS,524kcal,2192KJ,1.70g,6.10g,35.10g,53.80g,46.10g,7.70g,3.40g,21mg,130mg,0.87mg,1.65mg,316mg,1231mg,-1μg,-1μg,0.13mg,0.06mg,1.18mg,-1.00mg,-1μg,
L45,"Pizza americana, (listo para consumo)",MISCELÁNEOS,260kcal,1086KJ,42.90g,9.70g,10.40g,35.10g,31.80g,3.30g,2.00g,153mg,160mg,1.15mg,3.20mg,454mg,204mg,-1μg,0μg,0.15mg,0.23mg,1.24mg,0.00mg,196μg,
L46,"Plátano, hojuela frita en aceite vegetal con sal (chifles), envasado",MISCELÁNEOS,500kcal,2090KJ,2.00g,2.10g,30.10g,63.50g,55.00g,8.40g,2.30g,9mg,60mg,0.36mg,0.60mg,400mg,745mg,1165μg,194μg,0.05mg,0.04mg,2.79mg,-1.00mg,-1μg,
L47,"Ravioles relleno con carne, crudo, envasado",MISCELÁNEOS,186kcal,778KJ,41.50g,9.60g,1.80g,45.70g,33.00g,12.80g,1.40g,37mg,100mg,0.78mg,3.53mg,471mg,121mg,-1μg,0μg,0.20mg,0.18mg,5.08mg,0.00mg,0μg,
L48,Salsa de soya*,MISCELÁNEOS,60kcal,251KJ,66.00g,10.50g,0.10g,5.60g,4.80g,0.80g,17.80g,20mg,130mg,0.43mg,2.38mg,5586mg,212mg,-1μg,0μg,0.06mg,0.15mg,3.95mg,0.00mg,-1μg,
L49,"Sopa con fideo precocido y sazonador en polvo sabor a pollo, envasado",MISCELÁNEOS,420kcal,1757KJ,4.50g,11.10g,16.00g,61.60g,57.90g,3.80g,6.80g,21mg,130mg,0.68mg,2.82mg,2128mg,148mg,-1μg,-1μg,0.16mg,0.12mg,1.15mg,-1.00mg,111μg,
L50,Vinagre,MISCELÁNEOS,21kcal,88KJ,93.80g,0.00g,0.00g,6.00g,6.00g,0.00g,0.20g,7mg,8mg,0.04mg,0.50mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
L51,"""Yuquita"" de harina, frita en aceite con sal",MISCELÁNEOS,343kcal,1433KJ,22.90g,8.30g,7.30g,60.90g,-1.00g,-1.00g,0.60g,29mg,70mg,0.64mg,4.83mg,109mg,94mg,-1μg,0μg,0.46mg,0.36mg,7.58mg,-1.00mg,-1μg,
K1,Azúcar granulada o refinada,PRODUCTOS AZUCARADOS,384kcal,1619KJ,0.60g,0.00g,0.00g,99.20g,99.20g,0.00g,0.20g,1mg,0mg,0.00mg,0.10mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.00mg,0.00mg,0.00mg,-1μg,
K2,Azúcar rubia,PRODUCTOS AZUCARADOS,380kcal,1590KJ,2.00g,0.00g,0.00g,97.50g,97.50g,0.00g,0.50g,45mg,2mg,0.18mg,1.70mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.03mg,0.06mg,0.00mg,-1μg,
K3,Chancaca,PRODUCTOS AZUCARADOS,324kcal,1356KJ,15.80g,0.00g,0.00g,83.90g,83.90g,0.00g,0.30g,46mg,2mg,0.29mg,3.20mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.11mg,0.08mg,0.00mg,-1μg,
K4,Miel de abeja,PRODUCTOS AZUCARADOS,330kcal,1381KJ,14.10g,0.00g,0.00g,85.60g,85.40g,0.20g,0.30g,26mg,10mg,0.22mg,0.40mg,-1mg,-1mg,-1μg,0μg,0.02mg,0.03mg,0.16mg,1.30mg,-1μg,
K5,Miel de caña,PRODUCTOS AZUCARADOS,282kcal,1180KJ,26.30g,0.30g,0.20g,72.00g,72.00g,0.00g,1.20g,69mg,43mg,-1.00mg,1.00mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.08mg,0.29mg,5.10mg,-1μg,
K6,Mermelada de durazno,PRODUCTOS AZUCARADOS,196kcal,820KJ,48.20g,0.60g,0.10g,50.70g,-1.00g,-1.00g,0.40g,8mg,13mg,-1.00mg,1.40mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
K7,Mermelada frutilla,PRODUCTOS AZUCARADOS,229kcal,958KJ,39.70g,0.40g,0.20g,59.40g,-1.00g,-1.00g,0.30g,40mg,13mg,-1.00mg,1.20mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
K8,Mermelada de sauco,PRODUCTOS AZUCARADOS,268kcal,1122KJ,32.20g,0.40g,0.10g,67.20g,66.60g,0.60g,0.20g,12mg,0mg,0.05mg,0.25mg,11mg,45mg,0μg,0μg,0.03mg,0.03mg,1.98mg,1.68mg,-1μg,
J1,Huevo de charapa,HUEVOS Y DERIVADOS,222kcal,929KJ,61.30g,16.30g,16.00g,1.80g,-1.00g,-1.00g,4.60g,388mg,440mg,-1.00mg,2.20mg,-1mg,-1mg,-1μg,-1μg,0.02mg,0.55mg,0.06mg,-1.00mg,-1μg,
J2,"Huevo de gallina, clara de",HUEVOS Y DERIVADOS,51kcal,213KJ,87.60g,10.90g,0.20g,0.70g,0.70g,0.00g,0.60g,7mg,15mg,0.03mg,0.08mg,-1mg,-1mg,-1μg,0μg,0.00mg,0.44mg,0.11mg,0.00mg,-1μg,
J3,"Huevo de gallina entero, sancochado en agua",HUEVOS Y DERIVADOS,148kcal,619KJ,75.60g,12.80g,9.90g,0.80g,-1.00g,-1.00g,0.90g,44mg,160mg,1.61mg,3.04mg,-1mg,-1mg,-1μg,169μg,0.07mg,0.39mg,0.12mg,-1.00mg,-1μg,
J4,"Huevo de gallina entero, crudo",HUEVOS Y DERIVADOS,166kcal,695KJ,72.20g,12.70g,11.10g,2.90g,-1.00g,-1.00g,1.10g,29mg,140mg,1.49mg,2.60mg,-1mg,-1mg,-1μg,140μg,0.08mg,0.26mg,0.13mg,-1.00mg,-1μg,
J5,"Huevo de gallina, yema de",HUEVOS Y DERIVADOS,354kcal,1481KJ,50.10g,15.60g,30.90g,1.90g,1.90g,0.00g,1.50g,136mg,449mg,2.30mg,4.30mg,-1mg,-1mg,-1μg,381μg,0.18mg,0.36mg,0.13mg,0.00mg,-1μg,
J6,Huevo de tortuga motelo,HUEVOS Y DERIVADOS,143kcal,598KJ,73.50g,16.40g,7.30g,1.60g,-1.00g,-1.00g,1.20g,85mg,24mg,-1.00mg,0.80mg,-1mg,-1mg,-1μg,52μg,0.04mg,0.19mg,0.03mg,-1.00mg,-1μg,
J7,Huevo de pata,HUEVOS Y DERIVADOS,166kcal,695KJ,72.50g,13.10g,11.10g,2.30g,2.30g,0.00g,1.00g,58mg,193mg,1.41mg,1.70mg,-1mg,-1mg,-1μg,194μg,0.13mg,0.55mg,0.11mg,1.00mg,-1μg,
J8,"Huevo de pata, yema de",HUEVOS Y DERIVADOS,426kcal,1782KJ,41.70g,15.10g,38.80g,2.80g,2.80g,0.00g,1.60g,145mg,430mg,2.30mg,4.70mg,-1mg,-1mg,-1μg,381μg,0.36mg,0.66mg,0.12mg,0.00mg,-1μg,
J9,Huevo de tortuga taricaya,HUEVOS Y DERIVADOS,178kcal,745KJ,66.00g,15.10g,11.30g,2.90g,-1.00g,-1.00g,4.70g,322mg,431mg,-1.00mg,1.40mg,-1mg,-1mg,-1μg,-1μg,0.05mg,1.07mg,0.05mg,-1.00mg,-1μg,
J10,"Huevo de gallina, clara sancochada en agua",HUEVOS Y DERIVADOS,59kcal,244KJ,86.00g,11.90g,0.30g,1.00g,-1.00g,-1.00g,0.80g,-1mg,-1mg,-1.00mg,-1.00mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
J11,"Huevo de gallina, yema sancochada en agua",HUEVOS Y DERIVADOS,364kcal,1521KJ,48.70g,16.30g,32.10g,1.00g,-1.00g,-1.00g,1.90g,120mg,500mg,4.62mg,8.25mg,-1mg,-1mg,-1μg,678μg,0.24mg,0.71mg,0.14mg,-1.00mg,-1μg,
J12,"Huevo de codorniz, entero crudo",HUEVOS Y DERIVADOS,162kcal,677KJ,70.80g,12.60g,9.40g,6.00g,-1.00g,-1.00g,1.20g,64mg,-1mg,1.47mg,3.65mg,-1mg,-1mg,-1μg,156μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
J13,"Huevo de codorniz, entero sancochado en agua",HUEVOS Y DERIVADOS,182kcal,760KJ,69.90g,12.70g,12.40g,3.90g,-1.00g,-1.00g,1.10g,-1mg,-1mg,-1.00mg,-1.00mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
J14,"Huevo de codorniz, clara sancochada en agua",HUEVOS Y DERIVADOS,55kcal,230KJ,86.40g,10.60g,0.10g,2.20g,-1.00g,-1.00g,0.80g,-1mg,-1mg,-1.00mg,-1.00mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
J15,"Huevo de codorniz, yema sancochada en agua",HUEVOS Y DERIVADOS,326kcal,1362KJ,50.20g,13.50g,26.20g,8.40g,-1.00g,-1.00g,1.70g,-1mg,-1mg,-1.00mg,-1.00mg,-1mg,-1mg,-1μg,-1μg,-1.00mg,-1.00mg,-1.00mg,-1.00mg,-1μg,
J16,"Huevo de gallina, entero, frito en aceite vegetal, sin sal",HUEVOS Y DERIVADOS,176kcal,738KJ,70.50g,13.80g,12.50g,2.30g,-1.00g,-1.00g,1.00g,45mg,150mg,1.20mg,0.53mg,147mg,146mg,-1μg,146μg,0.07mg,0.36mg,3.73mg,-1.00mg,-1μg,
H1,Cerveza,BEBIDAS (ALCOHÓLICAS Y ANALCOHÓLICAS),36kcal,151KJ,94.50g,0.30g,0.00g,5.10g,5.10g,0.00g,0.10g,0mg,15mg,0.01mg,0.10mg,-1mg,-1mg,-1μg,0μg,0.01mg,0.03mg,0.06mg,0.00mg,-1μg,
H2,Chicha de aguaje,BEBIDAS (ALCOHÓLICAS Y ANALCOHÓLICAS),54kcal,226KJ,87.20g,0.40g,0.80g,11.20g,-1.00g,-1.00g,0.40g,14mg,4mg,-1.00mg,0.40mg,-1mg,-1mg,-1μg,171μg,0.01mg,-1.00mg,0.11mg,0.00mg,-1μg,
H3,Chicha de cebada,BEBIDAS (ALCOHÓLICAS Y ANALCOHÓLICAS),24kcal,100KJ,94.00g,0.10g,0.20g,5.50g,-1.00g,-1.00g,0.20g,10mg,1mg,-1.00mg,1.10mg,-1mg,-1mg,-1μg,0μg,0.01mg,0.03mg,0.00mg,0.00mg,-1μg,
H4,Chicha de jora,BEBIDAS (ALCOHÓLICAS Y ANALCOHÓLICAS),28kcal,117KJ,93.20g,0.40g,0.30g,5.80g,-1.00g,-1.00g,0.30g,22mg,18mg,-1.00mg,1.80mg,-1mg,-1mg,-1μg,-1μg,0.02mg,0.10mg,0.20mg,2.40mg,-1μg,
H5,Chicha de maíz morado con azúcar,BEBIDAS (ALCOHÓLICAS Y ANALCOHÓLICAS),20kcal,84KJ,95.00g,0.00g,0.00g,4.90g,-1.00g,-1.00g,0.10g,24mg,4mg,-1.00mg,1.30mg,-1mg,-1mg,-1μg,-1μg,0.00mg,0.10mg,0.04mg,1.90mg,-1μg,
H6,Chicha de maní,BEBIDAS (ALCOHÓLICAS Y ANALCOHÓLICAS),34kcal,142KJ,92.10g,0.50g,0.80g,6.30g,-1.00g,-1.00g,0.30g,12mg,6mg,-1.00mg,1.00mg,-1mg,-1mg,-1μg,-1μg,0.01mg,0.02mg,0.40mg,0.00mg,-1μg,
H7,Chicha de pijuayo,BEBIDAS (ALCOHÓLICAS Y ANALCOHÓLICAS),47kcal,197KJ,88.30g,0.80g,0.10g,10.60g,-1.00g,-1.00g,0.20g,22mg,10mg,-1.00mg,0.50mg,-1mg,-1mg,-1μg,197μg,0.02mg,0.06mg,0.36mg,4.90mg,-1μg,
